county_fips,bea_county_name,state_name,acs_population,qol_raw_score,qol_score_0_100,qol_tier,qol_components_used
01049,"DeKalb, AL",Alabama,71946.0,-1.0412501489251773,10.739779364049319,Very low,4
01051,"Elmore, AL",Alabama,88669.0,0.18348284605375062,59.83127839065542,Mid,4
01053,"Escambia, AL",Alabama,36695.0,-1.2056039517881945,6.748864373783257,Very low,4
01055,"Etowah, AL",Alabama,103208.0,-0.7479832432189892,19.435431537962362,Very low,4
01057,"Fayette, AL",Alabama,16173.0,-0.9933988914904136,11.875405580791695,Very low,4
01059,"Franklin, AL",Alabama,31978.0,-0.8541781684356564,15.99610642439974,Very low,4
01061,"Geneva, AL",Alabama,26726.0,-1.0712385497492305,9.961064243997404,Very low,4
01063,"Greene, AL",Alabama,7589.0,-1.4997152860634761,1.589876703439325,Very low,4
01065,"Hale, AL",Alabama,14749.0,-1.3880676441122064,3.4393251135626217,Very low,4
01067,"Henry, AL",Alabama,17450.0,-0.4273772280575563,30.921479558728098,Low,4
01069,"Houston, AL",Alabama,107628.0,-0.27515085025174063,37.99480856586632,Low,4
01071,"Jackson, AL",Alabama,52839.0,-0.8382208282893274,16.515249837767684,Very low,4
01073,"Jefferson, AL",Alabama,669744.0,0.503276762556522,73.78325762491889,High,4
01075,"Lamar, AL",Alabama,13809.0,-0.9418188229046693,13.692407527579494,Very low,4
01077,"Lauderdale, AL",Alabama,95037.0,-0.15389259770527106,43.38092147955873,Mid,4
01079,"Lawrence, AL",Alabama,33182.0,-0.5784214556904292,24.91888384166126,Low,4
01081,"Lee, AL",Alabama,177663.0,0.12298554893845538,56.94354315379624,Mid,4
01083,"Limestone, AL",Alabama,107577.0,0.7534443679414201,82.15444516547696,Very high,4
01085,"Lowndes, AL",Alabama,10008.0,-1.3474329924783546,4.250486696950032,Very low,4
01087,"Macon, AL",Alabama,18951.0,-1.034133440383907,10.837118754055808,Very low,4
01089,"Madison, AL",Alabama,397135.0,1.3888609998024413,94.87345879299156,Very high,4
01091,"Marengo, AL",Alabama,19027.0,-0.9664334402247027,12.81635301752109,Very low,4
01093,"Marion, AL",Alabama,29190.0,-0.8555824874227999,15.931213497728747,Very low,4
01095,"Marshall, AL",Alabama,98712.0,-0.33905140985136123,35.07462686567165,Low,4
01097,"Mobile, AL",Alabama,413162.0,-0.12752048015754433,44.938351719662556,Mid,4
01099,"Monroe, AL",Alabama,19580.0,-1.3406176583001828,4.3478260869565215,Very low,4
01101,"Montgomery, AL",Alabama,227197.0,0.09440734323186954,55.32121998702142,Mid,4
01103,"Morgan, AL",Alabama,123742.0,0.03723468237621654,52.79039584685269,Mid,4
01105,"Perry, AL",Alabama,8231.0,-1.4173695136396531,2.8228423101881894,Very low,4
01107,"Pickens, AL",Alabama,18843.0,-1.3170898531982984,4.899415963659961,Very low,4
01109,"Pike, AL",Alabama,32953.0,-0.6923343635725256,20.9279688513952,Low,4
01111,"Randolph, AL",Alabama,22310.0,-0.8106213369968298,17.326411421155093,Very low,4
01113,"Russell, AL",Alabama,58858.0,-1.0854210276854008,9.474367293964958,Very low,4
01115,"St. Clair, AL",Alabama,92903.0,0.06147410384771557,53.89357560025957,Mid,4
01117,"Shelby, AL",Alabama,226955.0,1.6123030518853547,96.78780012978585,Very high,4
01119,"Sumter, AL",Alabama,12020.0,-1.3189606282170994,4.866969500324465,Very low,4
01121,"Talladega, AL",Alabama,81170.0,-0.6444904859476488,22.290720311486048,Low,4
01123,"Tallapoosa, AL",Alabama,41070.0,-0.482842919661721,28.617780661907855,Low,4
01125,"Tuscaloosa, AL",Alabama,234036.0,0.0669368592414462,54.15314730694354,Mid,4
01127,"Walker, AL",Alabama,64886.0,-0.8112233277903741,17.293964957819597,Very low,4
01129,"Washington, AL",Alabama,15270.0,-0.40898733719739094,31.829980532121997,Low,4
01131,"Wilcox, AL",Alabama,10347.0,-1.4553329054172495,2.401038286826736,Very low,4
01133,"Winston, AL",Alabama,23637.0,-1.0143287548772102,11.291369240752758,Very low,4
02013,"Aleutians East Borough, AK",Alaska,3423.0,0.6052587993460197,77.44970798182999,High,4
02016,"Aleutians West Census Area, AK",Alaska,5178.0,1.2034952600966278,92.43997404282933,Very high,4
02020,"Anchorage Municipality, AK",Alaska,289069.0,1.6094571092331593,96.72290720311486,Very high,4
02050,"Bethel Census Area, AK",Alaska,18487.0,-0.8807960405554137,15.120051914341337,Very low,4
02060,"Bristol Bay Borough, AK",Alaska,878.0,1.4054452030609554,94.93835171966256,Very high,4
02063,"Chugach Census Area, AK*",Alaska,6964.0,1.539313611029184,96.2362102530824,Very high,4
02066,"Copper River Census Area, AK*",Alaska,2626.0,0.47120192400368277,72.64763140817651,High,4
02068,"Denali Borough, AK",Alaska,2029.0,1.3664927239086713,94.5814406229721,Very high,4
02070,"Dillingham Census Area, AK",Alaska,4780.0,-0.03951548409595165,49.35107073329007,Mid,4
02090,"Fairbanks North Star Borough, AK",Alaska,95555.0,1.1606495056269035,91.62881245944192,Very high,4
02100,"Haines Borough, AK",Alaska,2077.0,0.9636963781123016,88.09214795587282,Very high,4
02105,"Hoonah-Angoon Census Area, AK*",Alaska,2313.0,0.0009220882791661708,51.07073329007138,Mid,4
02110,"Juneau City and Borough, AK",Alaska,31969.0,1.6912010388884713,97.53406878650227,Very high,4
02122,"Kenai Peninsula Borough, AK",Alaska,59843.0,0.5125499988816803,74.17261518494485,High,4
02130,"Ketchikan Gateway Borough, AK*",Alaska,13870.0,0.9660256186629631,88.22193380921479,Very high,4
02150,"Kodiak Island Borough, AK",Alaska,12878.0,0.9527404553021439,87.73523685918235,Very high,4
02158,"Kusilvak Census Area, AK*",Alaska,8277.0,-1.489552481134522,1.8170019467878002,Very low,4
02164,"Lake and Peninsula Borough, AK",Alaska,1007.0,0.19777750674449196,60.54510058403634,High,4
02170,"Matanuska-Susitna Borough, AK",Alaska,110677.0,0.5050354986542703,73.84815055158988,High,4
02180,"Nome Census Area, AK",Alaska,9925.0,-0.36356435585012753,34.10123296560675,Low,4
02185,"North Slope Borough, AK",Alaska,10891.0,0.9706036543297661,88.2868267358858,Very high,4
02188,"Northwest Arctic Borough, AK",Alaska,7611.0,0.04214502551927186,52.95262816353018,Mid,4
02195,"Petersburg Borough, AK*",Alaska,3394.0,0.75262051668474,82.12199870214147,Very high,4
02198,"Prince of Wales-Hyder Census Area, AK*",Alaska,5730.0,-0.4290586594699283,30.791693705386113,Low,4
02220,"Sitka City and Borough, AK",Alaska,8393.0,1.3828290136020795,94.80856586632058,Very high,4
02230,"Skagway Municipality, AK*",Alaska,1308.0,0.9793257781996367,88.44905905256327,Very high,4
02240,"Southeast Fairbanks Census Area, AK",Alaska,6936.0,0.6323269950045348,78.55288773523685,High,4
02275,"Wrangell City and Borough, AK*",Alaska,2106.0,-0.04037145201750989,49.28617780661908,Mid,4
02282,"Yakutat City and Borough, AK*",Alaska,506.0,0.5314679766812286,74.78909798831927,High,4
02290,"Yukon-Koyukuk Census Area, AK",Alaska,5271.0,-0.8362562042754069,16.580142764438676,Very low,4
04001,"Apache, AZ",Arizona,65680.0,-1.3544680624835832,3.9909149902660612,Very low,4
04003,"Cochise, AZ",Arizona,125458.0,-0.15149116797457604,43.47826086956522,Mid,4
04005,"Coconino, AZ",Arizona,144643.0,0.4397803022373595,70.8955223880597,High,4
04007,"Gila, AZ",Arizona,53610.0,-0.5821092672297565,24.789097988319273,Low,4
04009,"Graham, AZ",Arizona,38860.0,-0.5411713576478999,26.119402985074625,Low,4
04011,"Greenlee, AZ",Arizona,9452.0,0.8030227754063556,84.16612589227775,Very high,4
04012,"La Paz, AZ",Arizona,16605.0,-0.8814170997020858,15.055158987670344,Very low,4
04013,"Maricopa, AZ",Arizona,4491987.0,1.0891327045642518,90.46073977936405,Very high,4
04015,"Mohave, AZ",Arizona,217420.0,-0.7378753707594465,19.82478909798832,Very low,4
04017,"Navajo, AZ",Arizona,107744.0,-1.1516992028703261,8.014276443867619,Very low,4
04019,"Pima, AZ",Arizona,1049947.0,0.3978035529269845,69.01362751460091,High,4
04021,"Pinal, AZ",Arizona,449219.0,0.12478644415237404,57.07332900713822,Mid,4
04023,"Santa Cruz, AZ",Arizona,48209.0,-0.545566377682234,25.957170668397143,Low,4
04025,"Yavapai, AZ",Arizona,241656.0,0.159474718567745,58.69565217391305,Mid,4
04027,"Yuma, AZ",Arizona,207685.0,-0.48878865003582056,28.29331602855289,Low,4
05001,"Arkansas, AR",Arkansas,16773.0,-0.1636493063383295,42.66709928617781,Mid,4
05003,"Ashley, AR",Arkansas,18722.0,-1.1731593054808918,7.5600259571706685,Very low,4
05005,"Baxter, AR",Arkansas,42150.0,-0.5415364602765619,26.08695652173913,Low,4
05007,"Benton, AR",Arkansas,294541.0,1.3264342612127469,94.09474367293966,Very high,4
05009,"Boone, AR",Arkansas,37896.0,-0.48071632162149913,28.71512005191434,Low,4
05011,"Bradley, AR",Arkansas,10354.0,-1.0917878908247858,9.409474367293964,Very low,4
05013,"Calhoun, AR",Arkansas,4717.0,0.06370941049806379,53.95846852693057,Mid,4
05015,"Carroll, AR",Arkansas,28526.0,-0.5459446370667941,25.89227774172615,Low,4
05017,"Chicot, AR",Arkansas,9997.0,-1.3235477549495545,4.574951330304996,Very low,4
05019,"Clark, AR",Arkansas,21378.0,-0.6221352631718331,23.231667748215447,Low,4
05021,"Clay, AR",Arkansas,14399.0,-0.9184045392034648,14.211550940947436,Very low,4
05023,"Cleburne, AR",Arkansas,25048.0,-0.5376308542625331,26.314081765087604,Low,4
05025,"Cleveland, AR",Arkansas,7491.0,-0.8384016895322877,16.482803374432187,Very low,4
05027,"Columbia, AR",Arkansas,22527.0,-0.8958258878405526,14.795587280986371,Very low,4
05029,"Conway, AR",Arkansas,20872.0,-0.8697309022658984,15.509409474367294,Very low,4
05031,"Craighead, AR",Arkansas,112097.0,-0.2661430306319598,38.48150551589877,Low,4
05033,"Crawford, AR",Arkansas,60792.0,-0.545275120409026,26.02206359506814,Low,4
05035,"Crittenden, AR",Arkansas,47609.0,-0.8369513943832463,16.54769630110318,Very low,4
05037,"Cross, AR",Arkansas,16681.0,-1.0955403172989473,9.247242050616483,Very low,4
05039,"Dallas, AR",Arkansas,6351.0,-0.6443541751157276,22.323166774821544,Low,4
05041,"Desha, AR",Arkansas,11041.0,-1.2547412537053675,5.840363400389357,Very low,4
05043,"Drew, AR",Arkansas,17143.0,-0.9802006279515142,12.491888384166126,Very low,4
05045,"Faulkner, AR",Arkansas,126001.0,0.09923635252452917,55.613238157040875,Mid,4
05047,"Franklin, AR",Arkansas,17220.0,-1.0151151724043348,11.194029850746269,Very low,4
05049,"Fulton, AR",Arkansas,12239.0,-0.9550692082067261,13.27060350421804,Very low,4
05051,"Garland, AR",Arkansas,100062.0,-0.34504815488510016,34.847501622323165,Low,4
05053,"Grant, AR",Arkansas,18111.0,-0.06605167148985923,48.28033744321869,Mid,4
05055,"Greene, AR",Arkansas,46182.0,-0.6553589692117445,21.90136275146009,Low,4
05057,"Hempstead, AR",Arkansas,19778.0,-0.8312534584682907,16.80726800778715,Very low,4
05059,"Hot Spring, AR",Arkansas,33142.0,-0.7422434326697421,19.662556781310837,Very low,4
05061,"Howard, AR",Arkansas,12701.0,-0.8695707417632514,15.54185593770279,Very low,4
05063,"Independence, AR",Arkansas,38120.0,-0.6170801878458794,23.45879299156392,Low,4
05065,"Izard, AR",Arkansas,13866.0,-1.0962455752765639,9.214795587280987,Very low,4
05067,"Jackson, AR",Arkansas,16775.0,-1.068906049687455,10.090850097339391,Very low,4
05069,"Jefferson, AR",Arkansas,65780.0,-0.7811437129056538,18.332251784555485,Very low,4
05071,"Johnson, AR",Arkansas,25932.0,-1.022663606720735,11.064243997404283,Very low,4
05073,"Lafayette, AR",Arkansas,6211.0,-1.5713417611599125,0.5840363400389358,Very low,4
05075,"Lawrence, AR",Arkansas,16265.0,-1.079133950114774,9.73393900064893,Very low,4
05077,"Lee, AR",Arkansas,8511.0,-1.5826151139315223,0.3893575600259572,Very low,4
05079,"Lincoln, AR",Arkansas,12966.0,-1.047323901830702,10.609993510707334,Very low,4
05081,"Little River, AR",Arkansas,11959.0,-0.5854686244307761,24.497079818299806,Low,4
05083,"Logan, AR",Arkansas,21240.0,-0.7012360335302298,20.830629461388707,Low,4
05085,"Lonoke, AR",Arkansas,74747.0,-0.07200071165301437,47.85853341985724,Mid,4
05087,"Madison, AR",Arkansas,17032.0,-0.7991085010458338,17.553536664503568,Very low,4
05089,"Marion, AR",Arkansas,17076.0,-0.9131133660365479,14.37378325762492,Very low,4
05091,"Miller, AR",Arkansas,42588.0,-1.0130150629902956,11.323815704088254,Very low,4
05093,"Mississippi, AR",Arkansas,39749.0,-0.5151854074907584,27.157689811810513,Low,4
05095,"Monroe, AR",Arkansas,6681.0,-1.1886885745070688,7.235561323815704,Very low,4
05097,"Montgomery, AR",Arkansas,8571.0,-1.1142405851659758,8.72809863724854,Very low,4
05099,"Nevada, AR",Arkansas,8228.0,-1.5201581736736822,1.3951979234263465,Very low,4
05101,"Newton, AR",Arkansas,7175.0,-0.8349614805951546,16.64503569110967,Very low,4
05103,"Ouachita, AR",Arkansas,22317.0,-0.9124118517665463,14.406229720960415,Very low,4
05105,"Perry, AR",Arkansas,10073.0,-0.6349615193664306,22.744970798182997,Low,4
05107,"Phillips, AR",Arkansas,15910.0,-1.3821575858309059,3.5366645035691113,Very low,4
05109,"Pike, AR",Arkansas,10182.0,-0.8232229235088727,16.937053861129137,Very low,4
05111,"Poinsett, AR",Arkansas,22740.0,-1.1642243182136112,7.81959766385464,Very low,4
05113,"Polk, AR",Arkansas,19348.0,-0.9022078181558357,14.600908500973395,Very low,4
05115,"Pope, AR",Arkansas,63830.0,-0.33216774381509495,35.561323815704085,Low,4
05117,"Prairie, AR",Arkansas,8162.0,-0.42001461584318844,31.343283582089555,Low,4
05119,"Pulaski, AR",Arkansas,398949.0,0.514413586231688,74.23750811161584,High,4
05121,"Randolph, AR",Arkansas,18733.0,-1.0604651420221265,10.220635950681375,Very low,4
05123,"St. Francis, AR",Arkansas,22740.0,-1.4571577075722077,2.336145360155743,Very low,4
05125,"Saline, AR",Arkansas,125724.0,0.37727812159159757,68.17001946787799,High,4
05127,"Scott, AR",Arkansas,9839.0,-0.9795890572732598,12.524334847501622,Very low,4
05129,"Searcy, AR",Arkansas,7861.0,-1.4702173772653064,2.011680726800779,Very low,4
05131,"Sebastian, AR",Arkansas,128448.0,-0.1818398499608474,42.14795587280986,Mid,4
05133,"Sevier, AR",Arkansas,15797.0,-1.0276509350929608,10.966904607397794,Very low,4
05135,"Sharp, AR",Arkansas,17597.0,-1.171343438686108,7.689811810512655,Very low,4
05137,"Stone, AR",Arkansas,12474.0,-1.3110270663933152,4.99675535366645,Very low,4
05139,"Union, AR",Arkansas,38368.0,-0.4544400587637461,29.65606748864374,Low,4
05141,"Van Buren, AR",Arkansas,15936.0,-1.0819323587686203,9.604153147306944,Very low,4
05143,"Washington, AR",Arkansas,251863.0,0.3628676498502952,67.78066190785205,High,4
05145,"White, AR",Arkansas,77395.0,-0.6113038622326986,23.71836469824789,Low,4
05147,"Woodruff, AR",Arkansas,6157.0,-0.9630589275437396,13.043478260869565,Very low,4
05149,"Yell, AR",Arkansas,20195.0,-0.5271796800404907,26.573653471771575,Low,4
06001,"Alameda, CA",California,1651949.0,1.8178468323893267,98.41012329656067,Very high,4
06003,"Alpine, CA",California,1695.0,1.378330323016364,94.74367293964958,Very high,4
06005,"Amador, CA",California,41029.0,0.5078317953501275,74.04282933160286,High,4
06007,"Butte, CA",California,209470.0,0.0569040701819133,53.6664503569111,Mid,4
06009,"Calaveras, CA",California,45995.0,0.11569696824220053,56.48929266709929,Mid,4
06011,"Colusa, CA",California,21895.0,0.4032504958965884,69.33809214795588,High,4
06013,"Contra Costa, CA",California,1161458.0,1.672796731526136,97.3393900064893,Very high,4
06015,"Del Norte, CA",California,27293.0,-0.10100301480470872,46.463335496430894,Mid,4
06017,"El Dorado, CA",California,192299.0,1.3172257164135175,93.96495781959766,Very high,4
06019,"Fresno, CA",California,1012152.0,-0.12033509629557976,45.32770927968851,Mid,4
06021,"Glenn, CA",California,28623.0,-0.09539890482281191,46.78780012978586,Mid,4
06023,"Humboldt, CA",California,135418.0,-0.1312885864450583,44.71122647631408,Mid,4
06025,"Imperial, CA",California,179319.0,-0.5803100109034076,24.886437378325763,Low,4
06027,"Inyo, CA",California,18803.0,0.7156557193289809,81.11615833874107,Very high,4
06029,"Kern, CA",California,910433.0,-0.31387012773517947,36.56716417910448,Low,4
06031,"Kings, CA",California,152830.0,-0.3921713653390295,32.57624918883842,Low,4
06033,"Lake, CA",California,68139.0,-0.620142163463399,23.39390006489293,Low,4
06035,"Lassen, CA",California,31177.0,-0.43198080004572303,30.66190785204413,Low,4
06037,"Los Angeles, CA",California,9848406.0,1.0822767329930025,90.33095392602206,Very high,4
06039,"Madera, CA",California,158790.0,-0.37950100745889864,33.322517845554835,Low,4
06041,"Marin, CA",California,258765.0,2.077443171231715,99.44841012329655,Very high,4
06043,"Mariposa, CA",California,17060.0,0.2074306844616809,60.9020116807268,High,4
06045,"Mendocino, CA",California,90709.0,-0.11977396131039732,45.36015574302401,Mid,4
06047,"Merced, CA",California,285597.0,-0.629524086739654,22.972096041531472,Low,4
06049,"Modoc, CA",California,8646.0,-0.37141542096670976,33.679428942245295,Low,4
06051,"Mono, CA",California,13169.0,1.2923577812940592,93.54315379623621,Very high,4
06053,"Monterey, CA",California,435834.0,0.9349998782097382,87.2485399091499,Very high,4
06055,"Napa, CA",California,136070.0,1.6600293620490905,97.1447112264763,Very high,4
06057,"Nevada, CA",California,102452.0,0.9870717069710097,88.61129136924075,Very high,4
06059,"Orange, CA",California,3164063.0,1.7673363668996491,98.1829980532122,Very high,4
06061,"Placer, CA",California,412435.0,1.6902830583927693,97.50162232316677,Very high,4
06063,"Plumas, CA",California,19607.0,0.13593925929714762,57.59247242050617,Mid,4
06065,"Riverside, CA",California,2449909.0,0.5794357671505267,76.73588578844905,High,4
06067,"Sacramento, CA",California,1584047.0,0.9481581875918471,87.54055807916937,Very high,4
06069,"San Benito, CA",California,66056.0,0.7549870085078395,82.34912394548995,Very high,4
06071,"San Bernardino, CA",California,2187816.0,0.3065687772780998,65.70408825438028,High,4
06073,"San Diego, CA",California,3282782.0,1.6099027399940298,96.75535366645036,Very high,4
06075,"San Francisco, CA",California,836321.0,1.9340790473372573,99.0914990266061,Very high,4
06077,"San Joaquin, CA",California,787416.0,0.3979348443756346,69.0460739779364,High,4
06079,"San Luis Obispo, CA",California,281486.0,1.2192047109180555,92.79688513951979,Very high,4
06081,"San Mateo, CA",California,745100.0,2.138884938615054,99.85399091499026,Very high,4
06083,"Santa Barbara, CA",California,443975.0,1.1566837477224972,91.43413367942894,Very high,4
06085,"Santa Clara, CA",California,1903297.0,2.1235244967692193,99.67553536664504,Very high,4
06087,"Santa Cruz, CA",California,266021.0,1.4452258144580028,95.3277092796885,Very high,4
06089,"Shasta, CA",California,181554.0,0.17141129184055628,59.182349123945485,Mid,4
06091,"Sierra, CA",California,2731.0,-0.12955645824994647,44.80856586632057,Mid,4
06093,"Siskiyou, CA",California,43834.0,-0.39262840796283255,32.47890979883193,Low,4
06095,"Solano, CA",California,450824.0,1.0990840000887463,90.52563270603504,Very high,4
06097,"Sonoma, CA",California,485642.0,1.435227166222194,95.23036988968202,Very high,4
06099,"Stanislaus, CA",California,552250.0,0.13153630543724001,57.36534717715769,Mid,4
06101,"Sutter, CA",California,98971.0,-0.017678115246201827,50.35691109669046,Mid,4
06103,"Tehama, CA",California,65520.0,-0.4109901843983625,31.700194678780015,Low,4
06105,"Trinity, CA",California,15886.0,-0.8027895110800125,17.488643737832575,Very low,4
06107,"Tulare, CA",California,475774.0,-0.4272056503976217,30.953926022063595,Low,4
06109,"Tuolumne, CA",California,54873.0,0.3144832764793322,65.93121349772875,High,4
06111,"Ventura, CA",California,838259.0,1.349607550179565,94.28942245295264,Very high,4
06113,"Yolo, CA",California,217782.0,1.15640933389464,91.40168721609344,Very high,4
06115,"Yuba, CA",California,83079.0,-0.15005574797221002,43.57560025957171,Mid,4
08001,"Adams, CO*",Colorado,524408.0,0.9966200539947697,88.87086307592472,Very high,4
08003,"Alamosa, CO",Colorado,16515.0,-0.33626974807175186,35.26930564568462,Low,4
08005,"Arapahoe, CO",Colorado,655709.0,1.784454999511459,98.31278390655419,Very high,4
08007,"Archuleta, CO",Colorado,13730.0,0.956342756167383,87.89746917585984,Very high,4
08009,"Baca, CO",Colorado,3460.0,-0.783739062015829,18.2024659312135,Very low,4
08011,"Bent, CO",Colorado,5524.0,-1.3524147959547441,4.08825438027255,Very low,4
08013,"Boulder, CO*",Colorado,328317.0,1.7713989374965726,98.2154445165477,Very high,4
08014,"Broomfield, CO*",Colorado,75110.0,2.138884938615054,99.85399091499026,Very high,4
08015,"Chaffee, CO",Colorado,19876.0,0.942895726970961,87.47566515249838,Very high,4
08017,"Cheyenne, CO",Colorado,1732.0,0.7542681414302578,82.25178455548345,Very high,4
08019,"Clear Creek, CO",Colorado,9358.0,1.7425129811828366,97.95587280986372,Very high,4
08021,"Conejos, CO",Colorado,7536.0,-0.5257076795352879,26.63854639844257,Low,4
08023,"Costilla, CO",Colorado,3571.0,-0.9390910537009906,13.757300454250487,Very low,4
08025,"Crowley, CO",Colorado,5734.0,-1.1266149730042627,8.468526930564568,Very low,4
08027,"Custer, CO",Colorado,5073.0,0.5661586570401046,76.31408176508761,High,4
08029,"Delta, CO",Colorado,31353.0,-0.2610633821331032,38.74107722258274,Low,4
08031,"Denver, CO",Colorado,713734.0,1.801240448258429,98.34523036988968,Very high,4
08033,"Dolores, CO",Colorado,2385.0,-0.20361747110459266,41.04477611940299,Mid,4
08035,"Douglas, CO",Colorado,368283.0,1.7416756595600273,97.92342634652823,Very high,4
08037,"Eagle, CO",Colorado,55374.0,1.9491067356984182,99.28617780661908,Very high,4
08039,"Elbert, CO",Colorado,27152.0,1.1195441785970965,90.88254380272551,Very high,4
08041,"El Paso, CO",Colorado,736008.0,1.2986890109485347,93.70538611291369,Very high,4
08043,"Fremont, CO",Colorado,49394.0,-0.3154892370531096,36.437378325762495,Low,4
08045,"Garfield, CO",Colorado,62034.0,1.0755639867233053,90.13627514600908,Very high,4
08047,"Gilpin, CO",Colorado,5877.0,1.8068513598783538,98.37767683322518,Very high,4
08049,"Grand, CO",Colorado,15794.0,1.41005935298841,95.03569110966905,Very high,4
08051,"Gunnison, CO",Colorado,17158.0,1.1091241381048536,90.68786502271251,Very high,4
08053,"Hinsdale, CO",Colorado,939.0,0.9818377813039437,88.57884490590526,Very high,4
08055,"Huerfano, CO",Colorado,6946.0,-0.4213459333297069,31.21349772874757,Low,4
08057,"Jackson, CO",Colorado,1422.0,-0.10949260593180589,45.81440622972096,Mid,4
08059,"Jefferson, CO*",Colorado,579715.0,1.7115296920215617,97.76119402985076,Very high,4
08061,"Kiowa, CO",Colorado,1356.0,0.1663314241364799,59.02011680726801,Mid,4
08063,"Kit Carson, CO",Colorado,7015.0,0.3268800622794173,66.4179104477612,High,4
08065,"Lake, CO",Colorado,7411.0,1.4804683502873508,95.61972744970798,Very high,4
08067,"La Plata, CO",Colorado,56088.0,1.174241120929162,91.88838416612589,Very high,4
08069,"Larimer, CO",Colorado,363561.0,1.3700389178024355,94.67878001297858,Very high,4
08071,"Las Animas, CO",Colorado,14392.0,-0.7489689310458785,19.402985074626866,Very low,4
08073,"Lincoln, CO",Colorado,5561.0,0.32019623072894654,66.22323166774822,High,4
08075,"Logan, CO",Colorado,21067.0,-0.21860846762245206,40.42829331602855,Mid,4
08077,"Mesa, CO",Colorado,157316.0,0.44614713641831083,71.25243348475017,High,4
08079,"Mineral, CO",Colorado,799.0,0.8970548412591818,86.340038935756,Very high,4
08081,"Moffat, CO",Colorado,13258.0,0.45528241774561606,71.57689811810512,High,4
08083,"Montezuma, CO",Colorado,26204.0,0.20298794514628593,60.674886437378326,High,4
08085,"Montrose, CO",Colorado,43272.0,0.19847096518140173,60.57754704737184,High,4
08087,"Morgan, CO",Colorado,29186.0,0.15727430845035847,58.50097339390007,Mid,4
08089,"Otero, CO",Colorado,18460.0,-0.9878879150959466,12.167423750811162,Very low,4
08091,"Ouray, CO",Colorado,5024.0,1.3460173438194243,94.19208306294614,Very high,4
08093,"Park, CO",Colorado,17739.0,1.1582425906174065,91.49902660609993,Very high,4
08095,"Phillips, CO",Colorado,4491.0,-0.02200618529225987,50.16223231667748,Mid,4
08097,"Pitkin, CO",Colorado,17119.0,2.108164054923385,99.57819597663855,Very high,4
08099,"Prowers, CO",Colorado,11931.0,-0.46756054479327214,29.16937053861129,Low,4
08101,"Pueblo, CO",Colorado,168726.0,-0.15827949217316975,43.153796236210255,Mid,4
08103,"Rio Blanco, CO",Colorado,6518.0,0.8566605000589369,85.5613238157041,Very high,4
08105,"Rio Grande, CO",Colorado,11394.0,0.06802312702712328,54.25048669695003,Mid,4
08107,"Routt, CO",Colorado,24990.0,1.9973730103718546,99.35107073329007,Very high,4
08109,"Saguache, CO",Colorado,6511.0,-0.34028424005583763,35.00973393900065,Low,4
08111,"San Juan, CO",Colorado,690.0,0.7841575464622362,83.38741077222582,Very high,4
08113,"San Miguel, CO",Colorado,8026.0,1.7222773945208079,97.79364049318625,Very high,4
08115,"Sedgwick, CO",Colorado,2346.0,-0.21917304432252852,40.395846852693055,Mid,4
